1677235860 0 0 0 0 0 0 0
1677241474 0 0 419 0 0 0 0
1677242432 0 0 432 0 0 0 0
1677422576 0 0 432 0 0 0 0
1677424469 0 0 432 0 0 0 0
1677750940 0 29722 432 0 0 0 0
1677756752 0 29722 432 0 0 0 0
1677769407 0 29722 432 0 0 0 0
1677769619 0 29722 432 0 0 0 0
1677769644 0 29722 432 0 0 0 0
1677769730 0 29722 432 0 0 0 0
1677770442 0 29759 432 0 0 0 0
1677771106 0 29759 432 214 0 0 0
1677794333 0 29759 432 214 0 0 0
1677849085 0 29759 432 214 0 0 0
1677851113 0 29759 432 214 0 0 0
1677854118 0 29759 432 214 0 0 139
1678027411 58 29759 432 214 0 0 139
1678029891 58 29832 432 214 0 0 139
1678030005 58 29832 432 214 0 0 139
1678110256 58 29832 451 214 0 0 139
1678269763 58 29832 451 214 0 0 139
1678270593 58 29832 451 214 0 0 139
1678300330 61 29832 451 214 0 0 139
1678352804 61 29832 451 214 0 9 139
1678357732 61 29832 451 214 0 9 139
1678358059 61 29834 451 214 0 9 139
1678358096 61 29834 451 214 0 9 139
1678459972 61 29834 451 214 0 9 139
1678476294 134 29834 451 214 0 9 139
1678477750 152 29834 451 214 0 9 139
1678538505 152 29834 451 214 110 9 139
1678628899 154 29834 451 214 110 9 139
1678629525 154 29834 451 214 170 9 139
1678629572 154 29834 451 214 170 9 139
1678646944 400 29834 451 214 170 9 139
1678873257 400 29834 451 474 170 9 139
1678873395 400 29834 451 477 170 9 139
1678879590 400 29862 451 477 170 9 139
1678880463 449 29862 451 477 170 9 139
1678898493 449 29988 451 477 170 9 139
1678898513 449 29988 451 477 170 9 139
1678901120 449 29988 451 477 170 10 139
1678901129 449 29988 451 477 170 10 139
1678955106 449 29988 456 477 170 10 139
1678957386 449 29988 456 477 170 123 139
1678958564 449 30037 456 477 170 123 139
1678961133 449 30049 456 477 170 123 139
1678962621 449 30049 456 477 236 123 139
1678962636 449 30049 456 477 236 123 139
1679093460 794 30049 456 477 236 123 139
1679151509 794 30049 456 477 236 123 252
1679159260 833 30049 456 477 236 123 252
1679212690 833 30049 504 477 236 123 252
1679212701 833 30049 504 477 236 123 252
1679212770 833 30049 505 477 236 123 252
1679240871 873 30049 505 477 236 123 252
1679242091 873 30049 526 477 236 123 252
1679242103 873 30049 526 477 236 123 252
1679243684 995 30049 526 477 236 123 252
1679243708 995 30049 526 477 236 123 252
1679243936 1001 30049 526 477 236 123 252
1679250387 1050 30049 526 477 236 123 252
1679251420 1050 30049 526 477 236 123 300
1679262840 1050 30049 526 477 236 251 300
1679315876 1050 30050 526 477 236 251 300
1679316566 1096 30050 526 477 236 251 300
1679316575 1096 30050 526 477 236 251 300
1679317545 1128 30050 526 477 236 251 300
1679321498 1128 30050 526 477 236 251 310
1679337241 1134 30050 526 477 236 251 310
1679355547 1134 30050 526 477 236 377 310
1679355607 1134 30050 526 477 236 377 310
1679432690 1134 30050 526 477 236 471 310
1679482751 1134 30059 526 477 236 471 310
1679499944 1134 30059 526 561 236 471 310
1679562992 1134 30059 602 561 236 471 310
1679565600 1134 30059 602 561 251 471 310
1679565625 1134 30059 602 561 251 471 310
1679566929 1134 30059 602 561 274 471 310
1679567162 1134 30059 602 561 274 471 310
1679567574 1134 30059 627 561 274 471 310
1679568906 1134 30059 654 561 274 471 310
1679569318 1204 30059 654 561 274 471 310
1679569415 1204 30059 654 561 290 471 310
1679569590 1204 30059 654 561 290 471 310
1679591347 1204 30059 654 561 290 471 355
1679594538 1356 30059 654 561 290 471 355
1679662631 1358 30059 654 561 290 471 355
1679670098 1358 30059 654 561 290 471 362
1679671602 1358 30059 654 561 290 471 405
1679738638 1358 30059 654 764 290 471 405
1679738858 1358 30059 654 765 290 471 405
1679739004 1358 30059 654 766 290 471 405
1679739657 1358 30059 654 825 290 471 405
1679740595 1358 30059 654 825 342 471 405
1679740970 1358 30059 654 825 342 471 405
1679836070 1358 30059 654 825 342 471 405
1679838917 1358 30059 654 830 342 471 405
1679850432 1639 30059 654 830 342 471 405
1679940682 1701 30059 654 830 342 471 405
1679941690 1826 30059 654 830 342 471 405
1680027978 1848 30059 654 830 342 471 405
1680029065 1967 30059 654 830 342 471 405
1680094479 1967 30059 654 830 342 471 480
1680098377 1967 30059 654 830 342 471 514
1680104511 1967 30059 654 830 342 471 536
1680110533 2053 30059 654 830 342 471 536
1680110920 2053 30059 654 830 342 471 536
1680115189 2053 30059 654 830 342 1342 536
1680115205 2053 30059 654 830 342 1342 536
1680117374 2053 30059 654 918 342 1342 536
1680118251 2123 30059 654 918 342 1342 536
1680118261 2123 30059 654 918 342 1342 536
1680119440 2123 30059 654 960 342 1342 536
1680121482 2123 30059 654 960 342 1615 536
1680124215 2123 30975 654 960 342 1615 536
1680124308 2123 30975 654 960 342 1615 536
1680159955 2123 30975 654 960 342 1615 536
1680206823 2123 31050 654 960 342 1615 536
1680211251 2123 31199 654 960 342 1615 536
