1677235860 0 0 1 0 0 0 0
1677241474 0 0 2 0 0 0 0
1677242432 0 0 3 0 0 0 0
1677422576 0 0 3 0 1 0 0
1677424469 0 0 3 1 1 0 0
1677750940 0 1 3 1 1 0 0
1677756752 0 1 3 1 2 0 0
1677769407 0 2 3 1 2 0 0
1677769619 0 3 3 1 2 0 0
1677769644 0 4 3 1 2 0 0
1677769730 0 5 3 1 2 0 0
1677770442 0 6 3 1 2 0 0
1677771106 0 6 3 2 2 0 0
1677794333 0 6 3 2 2 1 0
1677849085 0 6 3 2 2 1 1
1677851113 1 6 3 2 2 1 1
1677854118 1 6 3 2 2 1 2
1678027411 2 6 3 2 2 1 2
1678029891 2 7 3 2 2 1 2
1678030005 2 8 3 2 2 1 2
1678110256 2 8 4 2 2 1 2
1678269763 2 8 5 2 2 1 2
1678270593 2 9 5 2 2 1 2
1678300330 3 9 5 2 2 1 2
1678352804 3 9 5 2 2 2 2
1678357732 3 10 5 2 2 2 2
1678358059 3 11 5 2 2 2 2
1678358096 3 12 5 2 2 2 2
1678459972 3 13 5 2 2 2 2
1678476294 4 13 5 2 2 2 2
1678477750 5 13 5 2 2 2 2
1678538505 5 13 5 2 3 2 2
1678628899 6 13 5 2 3 2 2
1678629525 6 13 5 2 4 2 2
1678629572 6 13 5 2 5 2 2
1678646944 7 13 5 2 5 2 2
1678873257 7 13 5 3 5 2 2
1678873395 7 13 5 4 5 2 2
1678879590 7 14 5 4 5 2 2
1678880463 8 14 5 4 5 2 2
1678898493 8 15 5 4 5 2 2
1678898513 8 16 5 4 5 2 2
1678901120 8 16 5 4 5 3 2
1678901129 8 16 5 4 5 4 2
1678955106 8 16 6 4 5 4 2
1678957386 8 16 6 4 5 5 2
1678958564 8 17 6 4 5 5 2
1678961133 8 18 6 4 5 5 2
1678962621 8 18 6 4 6 5 2
1678962636 8 18 6 4 7 5 2
1679093460 9 18 6 4 7 5 2
1679151509 9 18 6 4 7 5 3
1679159260 10 18 6 4 7 5 3
1679212690 10 18 7 4 7 5 3
1679212701 10 18 8 4 7 5 3
1679212770 10 18 9 4 7 5 3
1679240871 11 18 9 4 7 5 3
1679242091 11 18 10 4 7 5 3
1679242103 11 18 11 4 7 5 3
1679243684 12 18 11 4 7 5 3
1679243708 13 18 11 4 7 5 3
1679243936 14 18 11 4 7 5 3
1679250387 15 18 11 4 7 5 3
1679251420 15 18 11 4 7 5 4
1679262840 15 18 11 4 7 6 4
1679315876 15 19 11 4 7 6 4
1679316566 16 19 11 4 7 6 4
1679316575 17 19 11 4 7 6 4
1679317545 18 19 11 4 7 6 4
1679321498 18 19 11 4 7 6 5
1679337241 19 19 11 4 7 6 5
1679355547 19 19 11 4 7 7 5
1679355607 19 19 11 4 7 8 5
1679432690 19 19 11 4 7 9 5
1679482751 19 20 11 4 7 9 5
1679499944 19 20 11 5 7 9 5
1679562992 19 20 12 5 7 9 5
1679565600 19 20 12 5 8 9 5
1679565625 19 20 12 5 9 9 5
1679566929 19 20 12 5 10 9 5
1679567162 19 20 12 5 11 9 5
1679567574 19 20 13 5 11 9 5
1679568906 19 20 14 5 11 9 5
1679569318 20 20 14 5 11 9 5
1679569415 20 20 14 5 12 9 5
1679569590 20 20 14 5 13 9 5
1679591347 20 20 14 5 13 9 6
1679594538 21 20 14 5 13 9 6
1679662631 22 20 14 5 13 9 6
1679670098 22 20 14 5 13 9 7
1679671602 22 20 14 5 13 9 8
1679738638 22 20 14 6 13 9 8
1679738858 22 20 14 7 13 9 8
1679739004 22 20 14 8 13 9 8
1679739657 22 20 14 9 13 9 8
1679740595 22 20 14 9 14 9 8
1679740970 22 20 14 9 15 9 8
1679836070 22 20 14 10 15 9 8
1679838917 22 20 14 11 15 9 8
1679850432 23 20 14 11 15 9 8
1679940682 24 20 14 11 15 9 8
1679941690 25 20 14 11 15 9 8
1680027978 26 20 14 11 15 9 8
1680029065 27 20 14 11 15 9 8
1680094479 27 20 14 11 15 9 9
1680098377 27 20 14 11 15 9 10
1680104511 27 20 14 11 15 9 11
1680110533 28 20 14 11 15 9 11
1680110920 29 20 14 11 15 9 11
1680115189 29 20 14 11 15 10 11
1680115205 29 20 14 11 15 11 11
1680117374 29 20 14 12 15 11 11
1680118251 30 20 14 12 15 11 11
1680118261 31 20 14 12 15 11 11
1680119440 31 20 14 13 15 11 11
1680121482 31 20 14 13 15 12 11
1680124215 31 21 14 13 15 12 11
1680124308 31 22 14 13 15 12 11
1680159955 32 22 14 13 15 12 11
1680206823 32 23 14 13 15 12 11
1680211251 32 24 14 13 15 12 11
1680284667 32 24 14 13 16 12 11
1680813719 33 24 14 13 16 12 11
1680813959 34 24 14 13 16 12 11
1681151903 35 24 14 13 16 12 11
1681154850 36 24 14 13 16 12 11
1681224730 37 24 14 13 16 12 11
1681652033 38 24 14 13 16 12 11
1681835765 38 24 14 13 16 13 11
1681908832 38 24 14 13 16 13 12
1681909473 38 24 14 13 16 13 13
1681977235 39 24 14 13 16 13 13
1681984174 40 24 14 13 16 13 13
1681984189 40 24 14 13 17 13 13
1681984220 40 24 14 13 18 13 13
1681984756 40 25 14 13 18 13 13
1681984769 40 26 14 13 18 13 13
1681985028 40 27 14 13 18 13 13
1681987384 40 27 14 14 18 13 13
1681990726 40 27 14 15 18 13 13
1681997005 40 27 14 16 18 13 13
1682001576 40 27 14 17 18 13 13
1682002146 41 27 14 17 18 13 13
1682005152 41 27 14 18 18 13 13
1682053799 41 27 14 19 18 13 13
1682058964 41 27 14 20 18 13 13
1682188158 42 27 14 20 18 13 13
1682194152 43 27 14 20 18 13 13
1682200628 44 27 14 20 18 13 13
1682342298 45 27 14 20 18 13 13
1682363355 46 27 14 20 18 13 13
1682513326 46 27 14 20 18 14 13
1682513889 46 27 14 20 18 15 13
1682581960 47 27 14 20 18 15 13
1682585746 48 27 14 20 18 15 13
1682588832 48 27 14 20 19 15 13
1682589087 48 27 14 20 20 15 13
